id,loss
4,1542.42490698
6,2095.85080048
9,8478.35219031
12,6256.35352722
15,835.448215808
17,2281.28117715
21,2179.35696914
28,854.971451684
32,2205.12646456
43,3193.68617134
46,2614.53573216
50,951.003372069
54,1256.55965812
62,1936.57823514
70,2257.96360852
71,4426.53542281
75,2069.22305378
77,2363.0870251
81,2615.67095429
83,2363.76333632
87,1989.72409047
97,1591.11811562
103,1319.62093501
119,1132.48621839
120,1865.94587264
127,1023.42897773
138,4481.96657159
141,3463.6477613
148,791.634259654
150,2492.82482514
151,2214.28179187
158,1590.1381198
160,5547.5625089
165,2570.31230759
168,3372.30474936
169,3622.36384832
177,2694.33972627
178,3169.09879873
184,2052.76177934
194,9614.64840338
198,1905.26126656
203,3625.61358938
211,2359.15044731
217,1156.91936013
219,1381.71079121
221,4392.25096436
227,1841.36064218
230,1513.02221079
235,1987.53319061
240,714.566869091
243,2802.52689668
249,6682.72956924
253,2801.67271365
258,1442.21832646
261,1707.37998677
263,3641.37145736
264,2342.4337604
265,4224.75962748
268,1659.91262002
271,1112.00836634
274,5577.14728759
275,696.680081426
279,1650.43758626
282,1573.85661107
286,3131.59256733
288,1251.10699185
294,2113.28137389
296,1091.85161787
297,1541.11113371
300,814.055758426
303,8354.98318605
314,1053.71934744
315,4528.27674669
321,2703.11125456
323,4197.7022626
330,3791.15060562
341,1950.67757473
342,4239.47060843
352,1633.31413503
353,3857.42437607
360,5315.5038024
361,2137.90022774
362,3999.66395821
366,1291.67056362
372,3354.95724522
376,2671.61502367
377,2394.14138263
379,1657.28396615
380,3796.53723619
387,1929.10699944
392,1964.33565777
394,9828.69720481
395,1666.62360552
397,1463.66007635
407,5748.89061096
411,8119.37293438
416,2691.12685501
417,1587.59013237
419,3961.63599692
428,5345.91996173
431,1769.670743
436,8036.14082993
438,1550.21695383
445,7010.03873721
446,6554.92238488
455,1335.64381925
456,1370.31029473
461,935.32431411
463,1803.29529365
464,3651.77553805
466,1706.58683548
467,1490.8676031
470,1223.87800894
475,1385.99512486
482,3208.65237156
490,3443.91935171
496,1847.65870547
497,3853.57379361
508,2825.0634433
510,1797.92583594
512,1829.23699481
513,3538.98512914
523,1978.39330272
531,4518.21484159
532,2398.79920487
533,1438.01717975
537,1176.64079251
544,4583.83639717
547,2789.24069859
556,7629.1106158
565,1387.32017388
566,1257.10637341
571,1425.5623326
573,1594.0177263
574,886.395922179
581,2290.29187203
585,2069.58089314
589,1985.95117863
597,1705.91318082
601,3741.38849036
602,1754.0554245
613,1628.37264457
616,1496.00380627
619,2210.27616977
622,2194.20133964
623,2041.91369241
629,1568.05348128
634,1546.34453738
638,976.996837359
642,1075.03683908
643,2137.58108084
645,995.084909333
648,6598.17136426
