id,loss
4,1524.37967285
6,1765.07660156
9,8938.56040039
12,6846.30259766
15,766.934628906
17,2344.86491699
21,2002.09689209
28,758.076000977
32,2948.52115234
43,2888.72224121
46,3060.29485352
50,823.878797607
54,1212.20572754
62,2016.2995752
70,2002.98983643
71,5400.14995117
75,2152.30625
77,2118.35102783
81,2317.35597656
83,2340.98016113
87,1660.1463916
97,1768.37546143
103,1014.22473389
119,956.808989258
120,1653.19450928
127,928.25567749
138,4928.31709961
141,2792.47841309
148,773.255626221
150,2369.57292969
151,2211.89385742
158,1312.79460693
160,5975.03271484
165,2344.04503418
168,3775.48314453
169,3635.80639648
177,3066.15714844
178,3897.14352539
184,2307.50114258
194,7830.57050781
198,1492.04304932
203,3662.46458496
211,2351.95287598
217,1170.1418457
219,1130.98566406
221,5573.58365234
227,1768.68460937
230,1225.06215332
235,1910.20170898
240,695.290800781
243,2591.46807617
249,5283.10166992
253,2705.21541992
258,1269.36288818
261,1529.0253833
263,3459.76102539
264,2418.99358398
265,4135.64347656
268,1797.88427246
271,976.208085937
274,5622.37415039
275,706.541512451
279,1285.93475586
282,1648.37137451
286,3458.5129248
288,1084.06839111
294,2095.18115234
296,1045.63581299
297,1562.32313232
300,744.812416992
303,8819.26720703
314,1093.79165039
315,4633.64385742
321,2317.99119141
323,3543.06958496
330,3514.86238281
341,1741.73901367
342,4267.8177832
352,1554.084729
353,3664.55858887
360,5630.66772461
361,2124.04633789
362,4297.52958008
366,1188.52929199
372,3283.53322266
376,2851.37986328
377,2067.71010254
379,1621.21771729
380,3810.20068359
387,1684.36648682
392,1916.9233374
394,10609.0155859
395,1488.03647705
397,1390.65256836
407,6296.87515625
411,9352.3140918
416,2500.84466309
417,1489.47127197
419,4549.65824707
428,5835.5525293
431,1776.25938477
436,8436.22202148
438,1532.6468335
445,6228.68018555
446,7067.50586914
455,1396.34397705
456,1095.30951172
461,939.264136963
463,1657.510979
464,3433.47396484
466,1526.77148438
467,967.899544678
470,1189.67498535
475,1404.56180176
482,3159.16941895
490,3564.15695801
496,1688.47226074
497,5001.91330078
508,2818.65981934
510,1728.09353027
512,1926.33255127
513,3782.39227051
523,1761.03315674
531,5242.16200195
532,2216.00117432
533,1233.3388623
537,1117.0321167
544,4649.02979492
547,3096.84141113
556,7558.47298828
565,1385.62771973
566,1172.01131592
571,1437.46908936
573,2028.2850293
574,865.051832275
581,1889.29471924
585,2052.17576416
589,1538.62740967
597,2029.48789063
601,2949.66120117
602,1674.55526611
613,1346.01324951
616,1364.75966064
619,1866.25851074
622,1657.19121582
623,2056.030979
629,1749.94523193
634,1345.32269043
638,984.602155762
642,990.236728516
643,2043.64022461
645,1082.24444092
648,8102.41421875
652,1152.48062012
664,881.669041748
666,2228.53598633
672,828.578479004
