id,loss
4,1370.45663342
6,1832.29615732
9,11516.6099196
12,4516.72595985
15,789.934691515
17,2106.33678562
21,1810.68609607
28,804.107790697
32,2044.12530548
43,2979.57174606
46,2187.23043745
50,888.640477386
54,1376.01746439
62,1968.65360573
70,2232.56304496
71,4341.83354922
75,2407.54137818
77,1857.69914172
81,2828.75661266
83,2688.5092392
87,1929.79707718
97,1714.33885136
103,1376.66516333
119,1143.22866782
120,1461.61032531
127,1168.55778112
138,4073.20145289
141,2716.56125697
148,1251.45692434
150,2171.34409885
151,2413.7840649
158,1705.58429438
160,4245.02282798
165,2306.19594109
168,3425.50466706
169,3071.56798008
177,2430.18787125
178,3507.23073466
184,1664.66732936
194,6913.29390989
198,1740.6920645
203,3865.31353623
211,2263.66329577
217,1124.56878515
219,1246.98435946
221,3821.11934901
227,1835.29809495
230,1292.41155202
235,1802.5052753
240,827.543129109
243,2883.08724151
249,5677.52094918
253,2478.75188583
258,1436.832501
261,1681.76873797
263,3326.26254116
264,3820.55434731
265,4410.74914822
268,1433.45695823
271,1219.58817824
274,4449.97686776
275,715.556757072
279,1883.40875957
282,1419.9027852
286,2755.46526201
288,1449.31750352
294,2826.83543232
296,1191.94880535
297,1612.31312731
300,860.446557584
303,8169.59051272
314,1259.66777689
315,5503.54703592
321,2408.44069608
323,2702.40728559
330,4238.20737933
341,1695.99847576
342,3523.97616167
352,1637.7198075
353,2976.62175486
360,5062.73359578
361,1986.87362771
362,2913.36980049
366,1052.80362349
372,3273.59320259
376,2642.41673554
377,2320.64837076
379,1442.72472057
380,4083.47363551
387,1694.08473674
392,1908.09928443
394,8298.02706817
395,1562.31042388
397,1409.29852038
407,4420.26754506
411,7205.83719629
416,2725.74196413
417,1789.93688185
419,3205.09742511
428,5658.78933536
431,1701.39379578
436,8833.45723595
438,1130.78858782
445,7027.98705442
446,5793.04321185
455,1701.4422999
456,1104.53382885
461,852.606570085
463,1597.3721209
464,3396.95502635
466,1484.48969062
467,1652.19362675
470,1221.96899518
475,1316.39605336
482,3030.32833161
490,3013.9541632
496,2006.259008
497,4679.66825432
508,2808.53687287
510,1990.83214085
512,2011.64933795
513,2342.91893193
523,2011.28384727
531,3877.5368297
532,2669.68563483
533,1224.10211095
537,1165.55326897
544,4363.09419707
547,2817.41343327
556,7936.02749352
565,1466.22222802
566,1313.57912683
571,1327.87671759
573,1829.85960904
574,910.923470868
581,2029.97430181
585,2048.07830275
589,1721.17244361
597,1652.40531236
601,2763.88507238
602,1700.26896919
613,1993.33690512
616,1446.1517594
619,1594.69571792
622,1970.06164971
623,1998.70680843
629,1516.08517013
634,1622.63868917
638,799.942126889
642,1154.64880389
643,2270.02226411
645,1095.95591895
648,5171.74502629
652,1586.88291284
664,1013.09469419
666,1939.58313288
672,925.171039796
676,2316.65633375
678,4000.93810598
682,1741.45859559
686,2831.99851624
688,1776.85252251
689,1340.04213305
690,1736.41490431
692,8642.98958026
695,1852.66376337
697,3482.78531061
698,2002.26484506
706,2342.99237885
708,1619.53962817
712,2963.20058223
715,3603.9441755
717,1111.86216162
725,2521.23552403
729,1259.52224826
737,1336.16774596
739,3740.08491374
747,3772.4717592
753,2542.86571911
758,2181.99228362
759,2354.63091281
763,1548.90464783
773,3548.3988315
774,1723.78118897
776,1420.35194407
788,3186.40959325
790,2351.51153335
794,1164.89376418
801,2734.65006233
802,1410.02694561
805,1404.96271223
809,5424.57067118
812,1384.85117471
825,2390.78546509
828,1912.71666166
830,1294.54594197
833,1107.22788928
850,4500.71020621
852,4411.03258582
862,1560.92024939
863,1450.38651579
864,1315.85419975
865,3189.4018807
868,5623.10452902
872,1467.49983932
879,3992.69646104
880,1421.09552978
883,1592.66758963
886,1401.05455802
923,1489.2168938
924,1637.16813965
932,1457.68343383
945,5112.47831745
947,5717.58091325
948,1582.41495464
955,2950.34058518
963,4425.2753721
979,1282.12965768
989,1670.75597504
994,2501.52824192
995,2183.62481639
998,1601.83141008
1000,3286.32951105
1018,1732.90861064
1019,1689.36358733
1028,1871.46154493
1034,1031.57507841
1038,1662.56325679
1040,1372.93752991
1042,1280.89306564
1057,8007.85348938
1058,1935.22559853
1063,1310.69790915
1066,3459.14813438
1071,4489.46729465
1073,3588.57176641
1074,1936.59322924
1077,2674.19958827
1080,14493.2405714
1088,910.526477535
1096,968.490265281
1097,8312.14360461
1105,5143.79911993
1115,1982.33843591
1116,2089.07551223
1122,1575.0136107
1130,3931.51318281
1133,1165.74901682
1137,2151.42969077
1140,1773.89127007
1143,7354.72196224
1149,6853.32820549
1150,1012.60640744
1153,895.334788274
1157,1215.785874
1180,649.77795569
1183,1022.80225091
1188,1762.37971074
1193,1237.72740454
1200,713.219370928
1209,2540.82218351
1214,2059.68771978
1219,1832.21038296
1223,4953.71661466
1227,947.034980169
1228,1293.7835112
1229,3615.55389766
1233,1242.49323601
1238,3711.59004947
1239,1656.35898308
1241,3487.09829103
1243,1799.38932386
1244,1407.73713761
1245,3026.09040797
1277,4225.35049232
1279,3179.67622435
1292,9430.88439186
1293,1748.43451722
1299,10052.9316515
1304,2621.72968102
1313,3702.43909729
1328,2232.95606154
1330,948.021642134
1334,1552.5201948
1335,1601.66505523
1336,3770.24424993
1341,996.939718946
1344,1261.79133096
1351,1246.87337566
1352,2113.56969295
1354,1622.69510111
1368,5293.33576679
1373,1354.55886039
1375,715.351609466
1381,1842.64106643
1384,2636.2770738
1385,2839.25531086
1388,5630.03857704
1401,4007.0488254
1402,2145.18180638
1404,1390.60790407
1406,1449.76201557
1409,902.241688043
1422,1518.61902988
1429,3760.55308697
1433,6367.2254808
1438,1104.06362086
1444,1289.30853662
1446,1250.8539966
1450,1094.3034969
1451,807.784787578
1454,1626.5974889
1458,2028.21084765
1461,3216.24202638
1464,6663.0250572
1465,1232.95006633
1478,1905.54910535
1479,1682.62868819
1480,2519.14965429
1484,1899.04228271
1486,1109.98862399
1488,983.487512923
1489,3025.69415732
1491,1069.88319388
1507,2400.34998365
1515,1646.52320218
1519,2790.67649268
1528,1686.28178922
1529,1033.52682559
1530,2934.77640947
1532,983.025010969
1541,1457.25610057
1542,3369.42328344
1547,1336.46502844
1549,979.999130703
1553,2254.67732105
1554,3258.66442229
1555,1443.52695858
1559,1766.06058103
1565,1621.83506199
1568,1096.12198507
1576,2398.16296343
1579,877.65891473
1592,986.280305712
1596,3481.09781468
1605,1103.95767438
1607,1656.44266473
1612,1790.69990152
1617,2543.8549276
1619,2003.27034204
1620,7244.47753044
1624,2213.35028612
1627,1331.6769556
1633,2174.30862606
1636,1258.94017602
1639,1052.03349096
1640,3169.35229682
1644,1112.44716801
1646,1567.17141496
1647,2634.25644245
1654,1182.99948644
1655,2813.56356594
1664,4492.34129331
1665,2528.00567954
1667,4577.28051699
1669,1195.34923871
1678,1954.67714465
1682,1611.62510258
1689,1071.10424846
1690,2636.37032802
1693,6471.91395968
1695,880.356369064
1705,2002.90183554
1706,2707.60638989
1708,2107.48585484
1716,1853.0333365
1720,8793.56767301
1722,1455.49594136
1749,3994.42801383
1750,2223.62797326
1751,5833.43125384
1760,2676.90070776
1763,2842.93282624
1770,1499.20503367
1777,2278.17380512
1785,3520.14616726
1791,1091.62657021
1794,4122.36871562
1800,1478.3247626
1816,1407.46816019
