id,loss
4,1616.12780762
6,1957.44921875
9,9232.05957031
12,6773.20605469
15,783.26159668
17,2410.53637695
21,2116.44042969
28,853.474121094
32,2610.81420898
43,3109.91772461
46,3010.94458008
50,873.946594238
54,1183.50634766
62,1913.43200684
70,2260.33935547
71,5367.08691406
75,2130.90698242
77,2308.41650391
81,2625.89819336
83,2358.2109375
87,1852.37365723
97,1634.08654785
103,1109.88439941
119,1000.21453857
120,1846.2154541
127,955.737426758
138,4895.77441406
141,3821.58129883
148,668.600463867
150,2391.85083008
151,2206.45507812
158,1485.3425293
160,5884.44287109
165,2551.04760742
168,3723.25317383
169,3899.90087891
177,2941.29638672
178,3413.57958984
184,2160.07080078
194,8624.57617188
198,1767.34204102
203,3337.18310547
211,2494.67993164
217,1253.60681152
219,1297.4901123
221,5585.97265625
227,1831.0949707
230,1612.56408691
235,2123.26171875
240,635.954284668
243,2924.34326172
249,6320.21386719
253,2817.29858398
258,1413.35668945
261,1754.75024414
263,3596.29760742
264,2528.95117188
265,4289.26074219
268,1940.42150879
271,1069.34667969
274,5640.40234375
275,681.253967285
279,1472.91235352
282,1652.80566406
286,3498.39306641
288,1053.61938477
294,2026.80541992
296,1039.14428711
297,1345.0526123
300,749.790405273
303,9372.74414062
314,1004.81512451
315,4634.74121094
321,2528.01123047
323,3620.69287109
330,3879.12744141
341,1913.05102539
342,4270.70410156
352,1563.50463867
353,3616.52416992
360,5670.33349609
361,2403.69628906
362,4362.11767578
366,1403.40136719
372,3486.78759766
376,2926.05932617
377,2263.65869141
379,1649.42895508
380,3726.93237305
387,1765.1027832
392,1930.64453125
394,10230.3095703
395,1570.06079102
397,1445.55078125
407,5875.15869141
411,9492.25
416,2422.18823242
417,1584.52941895
419,4207.23193359
428,6100.13769531
431,1839.61889648
436,9360.23242188
438,1689.85253906
445,6706.78515625
446,7186.45996094
455,1350.51184082
456,1253.0546875
461,965.943847656
463,1868.61096191
464,3897.25708008
466,1696.67480469
467,1299.4239502
470,1244.04345703
475,1454.46240234
482,3208.875
490,3718.64648438
496,1776.68713379
497,4846.34667969
508,2892.26025391
510,1808.08422852
512,1920.13635254
513,3843.67382812
523,1785.03125
531,5104.60693359
532,2272.08251953
533,1305.38183594
537,1209.3059082
544,4911.75292969
547,2873.43676758
556,8064.72802734
565,1391.97802734
566,1227.17700195
571,1463.58435059
573,1700.36035156
574,913.236999512
581,1911.64160156
585,2206.87280273
589,1769.01538086
597,1901.3996582
601,3505.30908203
602,1811.04748535
613,1467.53979492
616,1439.16882324
619,2314.79443359
622,1898.58666992
623,2070.03637695
629,1627.64294434
634,1516.84655762
638,1023.48858643
642,1041.89758301
643,2066.41381836
645,1008.16387939
648,7616.57324219
652,1213.65649414
664,987.874816895
666,2203.07177734
672,898.653991699
676,2418.59716797
678,4600.78759766
682,1814.6138916
686,2955.34570312
688,2137.47338867
689,1180.43591309
690,1700.72558594
692,12111.3652344
695,1616.76293945
697,4162.52246094
698,2421.1550293
706,2674.24658203
708,1498.67895508
712,2789.31591797
715,4273.20458984
717,1370.8729248
725,3275.00952148
729,1043.73681641
737,1429.81518555
739,5444.45556641
747,3697.59130859
753,2733.43237305
758,2283.74487305
759,2112.79248047
763,1371.53393555
773,3836.23974609
774,1965.93029785
776,1484.64221191
788,2952.28881836
