id,loss
4,1376.4566552
6,1739.77389911
9,11796.5310761
12,4347.20073268
15,778.739388814
17,1974.16583701
21,1802.60924929
28,943.856876894
32,2002.04598624
43,2708.34543467
46,2611.69776055
50,1295.19617495
54,1465.93693995
62,2300.14079785
70,2033.81939536
71,6063.21582139
75,1974.3103267
77,2377.17790513
81,2311.69373499
83,2347.32700001
87,1926.16931577
97,1824.77307899
103,1619.00883143
119,1144.67173969
120,1468.98089223
127,1416.86579461
138,4451.43104458
141,2598.95222617
148,1206.63468273
150,2115.12876219
151,1977.13138088
158,1750.1140937
160,6773.68291497
165,2587.00037455
168,3521.15900706
169,3294.0913588
177,2513.09883423
178,3409.00733729
184,1677.76194782
194,7207.83574698
198,1644.88259075
203,4098.04445522
211,2216.64190688
217,1151.8329163
219,1278.00142692
221,3432.23207436
227,1834.5645597
230,1161.31418332
235,1687.24517037
240,1135.72258266
243,2892.59288883
249,5224.18291985
253,2140.11307075
258,1314.44482622
261,1531.53374173
263,3164.78332431
264,3674.9461154
265,5264.75830088
268,1550.46134638
271,1327.81485023
274,5185.43866741
275,745.476329963
279,1912.23138195
282,1369.96897828
286,2250.10227126
288,1416.2205645
294,3288.9051186
296,1082.01044103
297,1532.51039976
300,774.238643012
303,7461.21298789
314,1162.59870649
315,4989.76016562
321,2111.57685373
323,3499.88561391
330,4258.86860238
341,1633.02996552
342,3923.6771537
352,1742.43802965
353,3238.56387376
360,6068.52429201
361,1671.1717707
362,2946.62389942
366,1035.39769635
372,2977.79764614
376,3115.96460607
377,2472.78298763
379,1283.45903152
380,3829.0718757
387,1411.29891956
392,1602.2845841
394,9728.89185126
395,1751.43252249
397,1393.70418625
407,3886.50739681
411,5807.46049879
416,2636.53148542
417,1853.89640284
419,4003.58186537
428,4811.92766876
431,1758.15100917
436,4547.95026336
438,1321.29543266
445,5684.97291585
446,5435.73165876
455,1420.47202239
456,1095.4375704
461,862.19189916
463,1580.22199058
464,3072.76379671
466,1949.72970634
467,1899.73642802
470,1415.53539401
475,1417.77123158
482,3471.66276331
490,2669.05096621
496,1723.93318234
497,4766.19385512
508,2647.91295455
510,1985.19596072
512,3081.00263714
513,2252.4879248
523,1854.12670008
531,4303.85880884
532,2452.76611403
533,1441.33580122
537,1136.65733898
544,4265.29397567
547,2368.42582414
556,6881.49682495
565,1523.1315678
566,1414.39737515
571,1529.7422911
573,1555.74967531
574,1106.45764432
581,2248.08752689
585,1850.99856351
589,1884.35383552
597,1528.85383862
601,2580.69424488
602,1743.79195761
613,2072.48666196
616,1389.92749953
619,1784.6551699
622,2060.83558879
623,2065.97674253
629,1656.89330608
634,1598.92278935
638,755.084766852
642,1200.83467969
643,2089.35229369
645,1161.39800891
648,5323.41011943
652,1859.15327337
664,1009.4934277
666,1988.94349862
672,1036.36906394
676,2131.52580014
678,3800.85964976
682,1763.2697085
686,2495.58710875
688,2211.66230454
689,1615.20906446
690,2083.01907472
692,7806.04144309
695,1715.84932671
697,3536.97056503
698,1423.43661961
706,2166.61132909
708,1778.65138912
712,3584.17294279
715,3398.75746954
717,1314.24260043
725,2654.78385524
729,1283.99850123
737,1192.50224982
739,4244.31217222
747,3406.9935337
753,2209.74672577
758,2450.70807831
759,2321.41585166
763,1132.15771357
773,3400.00213431
774,1846.49812678
776,1513.61783494
788,4144.17310274
790,2472.79319374
794,1732.45066062
801,2816.5592932
802,1862.87996319
805,1638.62784682
809,4972.92720595
