id,loss
4,1736.5246772
6,1995.4871716
9,8376.6892998
12,5499.08501141
15,738.225207135
17,2180.91140306
21,1941.55580494
28,1198.01203342
32,2837.24809665
43,3066.76717797
46,2614.94165804
50,1063.22788458
54,1224.69240134
62,2159.50615848
70,1827.30238699
71,5274.47405713
75,2167.71437784
77,2769.86864247
81,3029.7669241
83,2466.34621812
87,1624.56887288
97,1858.16002337
103,1439.3893313
119,1078.34406179
120,1957.29896546
127,928.80961798
138,3101.47028642
141,2397.13652046
148,760.52169182
150,2949.96078196
151,2194.94975035
158,1590.3522459
160,7714.66158677
165,2305.39716548
168,3377.16061081
169,2926.41870958
177,2677.75226545
178,4624.17996272
184,1763.02590887
194,7368.64770212
198,1421.33273415
203,3990.45522579
211,2466.30997651
217,1108.53440242
219,1173.85786783
221,4212.20916153
227,1746.68683099
230,1657.23584238
235,1718.2108159
240,736.098723158
243,3090.36283188
249,7678.9090875
253,2801.9910641
258,1369.27780673
261,1610.52875051
263,3838.27634272
264,2510.94021176
265,5147.52445857
268,1598.99187118
271,1674.66557744
274,6479.217855
275,757.73405897
279,1461.46933449
282,1498.56263277
286,3196.20697524
288,1089.95526834
294,2392.60943439
296,1038.59024814
297,1481.98819115
300,632.309401491
303,10102.4312579
314,1147.0893707
315,3983.23298512
321,1958.52663299
323,4435.06450064
330,3694.73502444
341,1787.79887983
342,4114.28258703
352,1973.39058893
353,3706.14431297
360,5486.40906283
361,2534.94171785
362,3369.97129209
366,1385.64838981
372,3581.84727141
376,2761.05195596
377,2154.01248699
379,1615.96414765
380,3676.20243991
387,1414.99878649
392,2115.00042568
394,9588.40588459
395,1446.99959985
397,1421.31015011
407,3931.86754963
411,6864.80434499
416,2340.39126487
417,1528.50407417
419,2729.03980411
428,5235.64104438
431,2633.01600173
436,7015.27667593
438,1522.22407245
445,5553.88900413
446,7053.88014875
455,1198.77951898
456,1052.0681197
461,1080.24093675
463,1621.80952164
464,3716.38920156
466,2010.37127121
467,1943.46280249
470,1217.83893368
475,1440.18873144
482,2527.13386636
490,3151.10606091
496,1762.90371829
497,4729.03870161
508,2915.91867892
510,1732.25394011
512,2209.66136783
513,3091.31675782
523,1964.64632579
531,5397.90487929
532,1868.2474129
533,1593.72550147
537,1285.70759222
544,4953.14154236
547,2973.54252042
556,7013.28042906
565,1495.40033805
566,1292.80905138
571,1513.51938096
573,1741.19394297
574,967.436678466
581,2312.85974061
585,2481.29155473
589,2197.12460887
597,2110.70829901
601,3703.22627108
602,1902.77634427
613,1772.11321252
616,1593.52078365
619,2360.07446057
622,2201.94222793
623,1994.37417803
629,1909.42361815
634,1495.6620763
638,1000.68525368
642,1085.96995144
643,2008.77962482
645,1154.24943192
648,6065.59347113
652,1608.90915381
664,1025.27642313
666,2210.81723836
672,1030.12138859
676,1878.61752532
678,3299.91752797
682,1793.68347671
686,2392.64761128
688,2281.43634498
689,1384.24390099
690,2025.10318693
692,6866.35598245
695,1744.52812072
697,3967.36909714
698,1860.87202606
706,2168.06696898
708,1784.69638591
712,3332.31409189
715,3435.59257732
717,1311.88964177
725,3385.31958019
729,1135.57418757
737,1204.18597887
739,6334.59045123
747,3575.76382973
753,2608.98346152
758,2187.82420706
759,2310.75791728
763,1140.56275279
773,4842.18303125
774,2548.43324677
776,1839.11227699
788,3347.41884962
790,3396.92714138
794,1518.11533763
801,2199.74479441
802,1877.79319864
805,1431.37917697
809,4719.98389033
812,1825.39914618
825,2159.33853689
828,1948.37447045
830,2093.54631142
833,914.956857504
850,5109.00131591
852,6337.97103917
862,1501.33126536
863,1540.52090499
864,1724.67014077
865,4053.84426079
868,6234.01024728
872,1458.25735709
879,4757.97754446
880,1537.91074395
883,1512.3183997
886,1235.65484222
923,1993.26486009
924,1286.66820297
932,1614.26919869
945,5038.53909063
947,5686.95442368
948,2166.61214176
955,3368.75972753
963,4624.43057486
979,1033.35224306
989,1781.73416683
994,2739.08745754
995,1896.84063125
998,1644.96520308
1000,3468.0872177
1018,1890.0497192
1019,2696.78154896
1028,1874.79356706
1034,1417.1970205
1038,1847.74076812
1040,1687.97848061
1042,1416.4249551
1057,6867.25367954
1058,2547.79826847
1063,1037.22668115
1066,3351.50031897
1071,4520.14942358
1073,4452.57687615
1074,2913.04916682
1077,3193.15363662
1080,9988.24460348
1088,1043.24960998
1096,897.444586923
1097,10489.2453749
1105,5658.48180448
1115,1725.11308473
1116,2356.82789077
1122,2904.69446828
1130,4409.60727546
1133,1026.18510527
1137,1743.108717
1140,2195.44318591
1143,8699.6910353
1149,5683.47069075
1150,1035.64288832
1153,1097.7371872
1157,817.597440206
1180,685.372434094
1183,1070.97465101
1188,1865.06092041
1193,1164.81904019
1200,814.782532919
1209,3728.84845003
